"","Archipelago","Island","Island_Site","Depth","Cattegory","Coral_genus","Cover"
"784","Tuamotu","Raroia","1",20,"Scleractinian","Plesiastrea",0.0443333333333333
"785","Tuamotu","Rangiroa","2",20,"Scleractinian","Plesiastrea",0.311
"786","Society","Tahiti","2",20,"Scleractinian","Plesiastrea",0.0443333333333333
"787","Tuamotu","Tikehau","2",20,"Scleractinian","Plesiastrea",2.35566666666667
"788","Tuamotu","Makatea","2",6,"Scleractinian","Pleuractis",0.0443333333333333
"789","Gambier","Mangareva","1",20,"Scleractinian","Pleuractis",0.0443333333333333
"790","Tuamotu","Rangiroa","1",20,"Scleractinian","Pleuractis",0.0443333333333333
"791","Tuamotu","Tikehau","1",20,"Scleractinian","Pleuractis",0.133
"792","Society","Moorea","2",20,"Scleractinian","Pleuractis",0.0886666666666667
"793","Tuamotu","Rangiroa","2",20,"Scleractinian","Pleuractis",0.0443333333333333
"794","Tuamotu","Tikehau","2",20,"Scleractinian","Pleuractis",0.0443333333333333
"795","Society","Bora","1",40,"Scleractinian","Pleuractis",0.0443333333333333
"796","Society","Moorea","1",40,"Scleractinian","Pleuractis",0.0443333333333333
"797","Society","Tahiti","1",40,"Scleractinian","Pleuractis",0.177666666666667
"798","Society","Bora","2",40,"Scleractinian","Pleuractis",0.222
"799","Gambier","Mangareva","2",40,"Scleractinian","Pleuractis",0.4
"800","Society","Moorea","2",40,"Scleractinian","Pleuractis",0.266666666666667
"801","Tuamotu","Raroia","2",40,"Scleractinian","Pleuractis",0.222333333333333
"802","Society","Tahiti","2",40,"Scleractinian","Pleuractis",0.133333333333333
"803","Tuamotu","Tikehau","2",40,"Scleractinian","Pleuractis",0.0886666666666667
"804","Tuamotu","Makatea","1",60,"Scleractinian","Pleuractis",0.0886666666666667
"805","Society","Moorea","1",60,"Scleractinian","Pleuractis",0.0886666666666667
"806","Tuamotu","Rangiroa","1",60,"Scleractinian","Pleuractis",0.0443333333333333
"807","Society","Tahiti","1",60,"Scleractinian","Pleuractis",0.0443333333333333
"808","Tuamotu","Tikehau","1",60,"Scleractinian","Pleuractis",0.0886666666666667
"809","Society","Bora","2",60,"Scleractinian","Pleuractis",0.266333333333333
"810","Tuamotu","Makatea","2",60,"Scleractinian","Pleuractis",0.133
"811","Gambier","Mangareva","2",60,"Scleractinian","Pleuractis",0.0443333333333333
"812","Society","Moorea","2",60,"Scleractinian","Pleuractis",0.311
"813","Tuamotu","Rangiroa","2",60,"Scleractinian","Pleuractis",0.0886666666666667
"814","Tuamotu","Raroia","2",60,"Scleractinian","Pleuractis",0.0443333333333333
"815","Society","Tahiti","2",60,"Scleractinian","Pleuractis",0.177666666666667
"816","Tuamotu","Tikehau","2",60,"Scleractinian","Pleuractis",0.133
"817","Society","Bora","2",90,"Scleractinian","Pleuractis",0.266333333333333
"818","Tuamotu","Rangiroa","2",90,"Scleractinian","Pleuractis",0.177666666666667
"819","Tuamotu","Tikehau","1",120,"Scleractinian","Pleuractis",0.0443333333333333
"820","Society","Bora","1",6,"Scleractinian","Pocillopora",27.6
"821","Tuamotu","Makatea","1",6,"Scleractinian","Pocillopora",27.2006666666667
"822","Gambier","Mangareva","1",6,"Scleractinian","Pocillopora",3.55566666666667
"823","Society","Moorea","1",6,"Scleractinian","Pocillopora",57.422
"824","Tuamotu","Rangiroa","1",6,"Scleractinian","Pocillopora",12.0443333333333
"825","Tuamotu","Raroia","1",6,"Scleractinian","Pocillopora",11.645
"826","Society","Tahiti","1",6,"Scleractinian","Pocillopora",47.8673333333333
"827","Tuamotu","Tikehau","1",6,"Scleractinian","Pocillopora",40.4443333333333
"828","Society","Bora","2",6,"Scleractinian","Pocillopora",45.6443333333333
"829","Tuamotu","Makatea","2",6,"Scleractinian","Pocillopora",26.355
"830","Gambier","Mangareva","2",6,"Scleractinian","Pocillopora",13.511
"831","Society","Moorea","2",6,"Scleractinian","Pocillopora",40.711
"832","Tuamotu","Rangiroa","2",6,"Scleractinian","Pocillopora",12.5766666666667
"833","Tuamotu","Raroia","2",6,"Scleractinian","Pocillopora",7.37733333333333
"834","Society","Tahiti","2",6,"Scleractinian","Pocillopora",27.4666666666667
"835","Tuamotu","Tikehau","2",6,"Scleractinian","Pocillopora",26.577
"836","Society","Bora","1",20,"Scleractinian","Pocillopora",32.9333333333333
"837","Tuamotu","Makatea","1",20,"Scleractinian","Pocillopora",18.1333333333333
"838","Gambier","Mangareva","1",20,"Scleractinian","Pocillopora",2.93266666666667
"839","Society","Moorea","1",20,"Scleractinian","Pocillopora",17.2436666666667
"840","Tuamotu","Rangiroa","1",20,"Scleractinian","Pocillopora",0.310333333333333
"841","Tuamotu","Raroia","1",20,"Scleractinian","Pocillopora",1.378
"842","Society","Tahiti","1",20,"Scleractinian","Pocillopora",34.4003333333333
"843","Tuamotu","Tikehau","1",20,"Scleractinian","Pocillopora",5.778
"844","Society","Bora","2",20,"Scleractinian","Pocillopora",25.556
"845","Tuamotu","Makatea","2",20,"Scleractinian","Pocillopora",8.35566666666667
"846","Gambier","Mangareva","2",20,"Scleractinian","Pocillopora",9.733
"847","Society","Moorea","2",20,"Scleractinian","Pocillopora",19.645
"848","Tuamotu","Rangiroa","2",20,"Scleractinian","Pocillopora",6.71033333333333
"849","Tuamotu","Raroia","2",20,"Scleractinian","Pocillopora",6.17866666666667
"850","Society","Tahiti","2",20,"Scleractinian","Pocillopora",3.99966666666667
"851","Tuamotu","Tikehau","2",20,"Scleractinian","Pocillopora",6.31066666666667
"852","Society","Bora","1",40,"Scleractinian","Pocillopora",1.28866666666667
"853","Tuamotu","Makatea","1",40,"Scleractinian","Pocillopora",5.866
"854","Gambier","Mangareva","1",40,"Scleractinian","Pocillopora",4.04433333333333
"855","Society","Moorea","1",40,"Scleractinian","Pocillopora",4.53333333333333
"856","Tuamotu","Rangiroa","1",40,"Scleractinian","Pocillopora",0.133
"857","Tuamotu","Raroia","1",40,"Scleractinian","Pocillopora",0.666666666666667
"858","Society","Tahiti","1",40,"Scleractinian","Pocillopora",4.4
"859","Tuamotu","Tikehau","1",40,"Scleractinian","Pocillopora",0.266666666666667
"860","Society","Bora","2",40,"Scleractinian","Pocillopora",23.5996666666667
"861","Tuamotu","Makatea","2",40,"Scleractinian","Pocillopora",8.266
"862","Gambier","Mangareva","2",40,"Scleractinian","Pocillopora",11.3776666666667
"863","Society","Moorea","2",40,"Scleractinian","Pocillopora",0.666333333333333
"864","Tuamotu","Rangiroa","2",40,"Scleractinian","Pocillopora",1.19966666666667
"865","Tuamotu","Raroia","2",40,"Scleractinian","Pocillopora",2.044
"866","Tuamotu","Tikehau","2",40,"Scleractinian","Pocillopora",0.266666666666667
"867","Tuamotu","Makatea","1",60,"Scleractinian","Pocillopora",3.28866666666667
"868","Gambier","Mangareva","1",60,"Scleractinian","Pocillopora",9.91133333333333
"869","Tuamotu","Raroia","1",60,"Scleractinian","Pocillopora",0.310666666666667
"870","Tuamotu","Tikehau","1",60,"Scleractinian","Pocillopora",0.133333333333333
"871","Society","Bora","2",60,"Scleractinian","Pocillopora",3.77766666666667
"872","Tuamotu","Makatea","2",60,"Scleractinian","Pocillopora",5.334
"873","Gambier","Mangareva","2",60,"Scleractinian","Pocillopora",4.578
"874","Society","Moorea","2",60,"Scleractinian","Pocillopora",0.844333333333333
"875","Tuamotu","Raroia","2",60,"Scleractinian","Pocillopora",0.0886666666666667
"876","Tuamotu","Tikehau","2",60,"Scleractinian","Pocillopora",0.266666666666667
"877","Society","Bora","1",6,"Scleractinian","Porites",2.178
"878","Tuamotu","Makatea","1",6,"Scleractinian","Porites",11.1776666666667
"879","Gambier","Mangareva","1",6,"Scleractinian","Porites",1.19966666666667
"880","Society","Moorea","1",6,"Scleractinian","Porites",0.510666666666667
"881","Tuamotu","Rangiroa","1",6,"Scleractinian","Porites",4.35566666666667
"882","Tuamotu","Raroia","1",6,"Scleractinian","Porites",16.2673333333333
"883","Society","Tahiti","1",6,"Scleractinian","Porites",0.910666666666667
"884","Tuamotu","Tikehau","1",6,"Scleractinian","Porites",2.488
"885","Society","Bora","2",6,"Scleractinian","Porites",4.97866666666667
"886","Tuamotu","Makatea","2",6,"Scleractinian","Porites",11.0663333333333
"887","Gambier","Mangareva","2",6,"Scleractinian","Porites",1.022
"888","Society","Moorea","2",6,"Scleractinian","Porites",1.94066666666667
"889","Tuamotu","Rangiroa","2",6,"Scleractinian","Porites",0.0443333333333333
"890","Tuamotu","Raroia","2",6,"Scleractinian","Porites",4.75533333333333
"891","Society","Tahiti","2",6,"Scleractinian","Porites",0.592555555555556
"892","Tuamotu","Tikehau","2",6,"Scleractinian","Porites",3.599
"893","Society","Bora","1",20,"Scleractinian","Porites",3.13333333333333
"894","Tuamotu","Makatea","1",20,"Scleractinian","Porites",5.02216666666667
"895","Gambier","Mangareva","1",20,"Scleractinian","Porites",14.5776666666667
"896","Society","Moorea","1",20,"Scleractinian","Porites",0.977833333333333
"897","Tuamotu","Rangiroa","1",20,"Scleractinian","Porites",3.822
"898","Tuamotu","Raroia","1",20,"Scleractinian","Porites",20.5553333333333
"899","Society","Tahiti","1",20,"Scleractinian","Porites",1.35533333333333
"900","Tuamotu","Tikehau","1",20,"Scleractinian","Porites",5.46666666666667
"901","Society","Bora","2",20,"Scleractinian","Porites",0.888666666666667
"902","Tuamotu","Makatea","2",20,"Scleractinian","Porites",13.5665833333333
"903","Gambier","Mangareva","2",20,"Scleractinian","Porites",7.51033333333333
"904","Society","Moorea","2",20,"Scleractinian","Porites",0.399777777777778
"905","Tuamotu","Rangiroa","2",20,"Scleractinian","Porites",30.3993333333333
"906","Tuamotu","Raroia","2",20,"Scleractinian","Porites",40.5776666666667
"907","Society","Tahiti","2",20,"Scleractinian","Porites",1.48875
"908","Tuamotu","Tikehau","2",20,"Scleractinian","Porites",3.822
"909","Society","Bora","1",40,"Scleractinian","Porites",1.48916666666667
"910","Tuamotu","Makatea","1",40,"Scleractinian","Porites",1.97766666666667
"911","Gambier","Mangareva","1",40,"Scleractinian","Porites",6.13366666666667
"912","Society","Moorea","1",40,"Scleractinian","Porites",1.17044444444444
"913","Tuamotu","Rangiroa","1",40,"Scleractinian","Porites",5.15566666666667
"914","Tuamotu","Raroia","1",40,"Scleractinian","Porites",4.44416666666667
"915","Society","Tahiti","1",40,"Scleractinian","Porites",3.09991666666667
"916","Tuamotu","Tikehau","1",40,"Scleractinian","Porites",1.71822222222222
"917","Society","Bora","2",40,"Scleractinian","Porites",0.458888888888889
"918","Tuamotu","Makatea","2",40,"Scleractinian","Porites",1.25508333333333
"919","Gambier","Mangareva","2",40,"Scleractinian","Porites",1.19966666666667
"920","Society","Moorea","2",40,"Scleractinian","Porites",0.155333333333333
"921","Tuamotu","Rangiroa","2",40,"Scleractinian","Porites",1.422
"922","Tuamotu","Raroia","2",40,"Scleractinian","Porites",3.28866666666667
"923","Society","Tahiti","2",40,"Scleractinian","Porites",0.325777777777778
"924","Tuamotu","Tikehau","2",40,"Scleractinian","Porites",1.15533333333333
"925","Society","Bora","1",60,"Scleractinian","Porites",2.31066666666667
"926","Tuamotu","Makatea","1",60,"Scleractinian","Porites",0.155666666666667
"927","Gambier","Mangareva","1",60,"Scleractinian","Porites",5.11
"928","Society","Moorea","1",60,"Scleractinian","Porites",0.8
"929","Tuamotu","Rangiroa","1",60,"Scleractinian","Porites",0.755333333333333
"930","Tuamotu","Raroia","1",60,"Scleractinian","Porites",4.78511111111111
"931","Society","Tahiti","1",60,"Scleractinian","Porites",0.162666666666667
"932","Tuamotu","Tikehau","1",60,"Scleractinian","Porites",0.740777777777778
"933","Society","Bora","2",60,"Scleractinian","Porites",0.311
"934","Tuamotu","Makatea","2",60,"Scleractinian","Porites",0.266666666666667
"935","Gambier","Mangareva","2",60,"Scleractinian","Porites",0.733
"936","Society","Moorea","2",60,"Scleractinian","Porites",0.3555
"937","Tuamotu","Rangiroa","2",60,"Scleractinian","Porites",0.444333333333333
"938","Tuamotu","Raroia","2",60,"Scleractinian","Porites",0.829666666666667
"939","Society","Tahiti","2",60,"Scleractinian","Porites",0.0443333333333333
"940","Tuamotu","Tikehau","2",60,"Scleractinian","Porites",0.311
"941","Gambier","Mangareva","1",90,"Scleractinian","Porites",0.103666666666667
"942","Tuamotu","Rangiroa","1",90,"Scleractinian","Porites",0.089
"943","Tuamotu","Raroia","1",90,"Scleractinian","Porites",0.0443333333333333
"944","Gambier","Mangareva","2",90,"Scleractinian","Porites",0.340555555555556
"945","Tuamotu","Raroia","2",90,"Scleractinian","Porites",0.089
"946","Tuamotu","Tikehau","2",90,"Scleractinian","Porites",0.0443333333333333
"947","Gambier","Mangareva","1",120,"Scleractinian","Porites",0.177666666666667
"948","Gambier","Mangareva","2",120,"Scleractinian","Porites",4.622
"949","Tuamotu","Makatea","1",6,"Scleractinian","Psammocora",0.666333333333333
"950","Society","Moorea","1",6,"Scleractinian","Psammocora",0.0888333333333333
"951","Tuamotu","Rangiroa","1",6,"Scleractinian","Psammocora",0.0443333333333333
"952","Tuamotu","Raroia","1",6,"Scleractinian","Psammocora",0.0886666666666667
"953","Society","Tahiti","1",6,"Scleractinian","Psammocora",0.0443333333333333
"954","Society","Moorea","2",6,"Scleractinian","Psammocora",0.089
"955","Tuamotu","Makatea","1",20,"Scleractinian","Psammocora",0.266666666666667
"956","Gambier","Mangareva","1",20,"Scleractinian","Psammocora",0.0443333333333333
"957","Society","Moorea","1",20,"Scleractinian","Psammocora",0.0886666666666667
"958","Tuamotu","Rangiroa","1",20,"Scleractinian","Psammocora",0.266333333333333
"959","Tuamotu","Raroia","1",20,"Scleractinian","Psammocora",0.0443333333333333
"960","Society","Tahiti","1",20,"Scleractinian","Psammocora",0.110833333333333
"961","Tuamotu","Tikehau","1",20,"Scleractinian","Psammocora",0.0443333333333333
"962","Society","Bora","2",20,"Scleractinian","Psammocora",0.266333333333333
"963","Tuamotu","Makatea","2",20,"Scleractinian","Psammocora",0.0443333333333333
"964","Society","Moorea","2",20,"Scleractinian","Psammocora",0.0443333333333333
"965","Society","Tahiti","2",20,"Scleractinian","Psammocora",0.266666666666667
"966","Tuamotu","Tikehau","2",20,"Scleractinian","Psammocora",0.2
"967","Tuamotu","Makatea","1",40,"Scleractinian","Psammocora",1.28866666666667
"968","Society","Moorea","1",40,"Scleractinian","Psammocora",0.222
"969","Tuamotu","Rangiroa","1",40,"Scleractinian","Psammocora",0.0888333333333333
"970","Tuamotu","Raroia","1",40,"Scleractinian","Psammocora",0.0443333333333333
"971","Society","Tahiti","1",40,"Scleractinian","Psammocora",0.222
"972","Tuamotu","Tikehau","1",40,"Scleractinian","Psammocora",0.266666666666667
"973","Society","Bora","2",40,"Scleractinian","Psammocora",0.377166666666667
"974","Tuamotu","Makatea","2",40,"Scleractinian","Psammocora",0.1555
"975","Gambier","Mangareva","2",40,"Scleractinian","Psammocora",0.177666666666667
"976","Tuamotu","Rangiroa","2",40,"Scleractinian","Psammocora",0.0443333333333333
"977","Society","Tahiti","2",40,"Scleractinian","Psammocora",0.0443333333333333
"978","Tuamotu","Tikehau","2",40,"Scleractinian","Psammocora",0.111166666666667
"979","Tuamotu","Makatea","1",60,"Scleractinian","Psammocora",0.0443333333333333
"980","Gambier","Mangareva","1",60,"Scleractinian","Psammocora",0.0443333333333333
"981","Tuamotu","Rangiroa","1",60,"Scleractinian","Psammocora",0.0886666666666667
"982","Society","Bora","2",60,"Scleractinian","Psammocora",0.0443333333333333
"983","Tuamotu","Rangiroa","2",60,"Scleractinian","Psammocora",0.133166666666667
"984","Society","Moorea","1",90,"Scleractinian","Psammocora",0.133333333333333
"985","Society","Bora","2",90,"Scleractinian","Psammocora",0.089
"986","Tuamotu","Rangiroa","2",90,"Scleractinian","Psammocora",1.33233333333333
"987","Society","Moorea","1",20,"Scleractinian","Sandalolitha",0.0443333333333333
"988","Society","Tahiti","1",20,"Scleractinian","Sandalolitha",0.0443333333333333
"989","Tuamotu","Tikehau","1",20,"Scleractinian","Sandalolitha",0.089
"990","Society","Bora","2",20,"Scleractinian","Sandalolitha",0.177666666666667
"991","Gambier","Mangareva","2",20,"Scleractinian","Sandalolitha",0.133
"992","Tuamotu","Rangiroa","2",20,"Scleractinian","Sandalolitha",0.266666666666667
"993","Tuamotu","Tikehau","2",20,"Scleractinian","Sandalolitha",0.0443333333333333
"994","Society","Bora","1",40,"Scleractinian","Sandalolitha",0.0886666666666667
"995","Tuamotu","Makatea","1",40,"Scleractinian","Sandalolitha",0.089
"996","Gambier","Mangareva","1",40,"Scleractinian","Sandalolitha",0.133
"997","Society","Moorea","1",40,"Scleractinian","Sandalolitha",0.177333333333333
"998","Tuamotu","Rangiroa","1",40,"Scleractinian","Sandalolitha",0.089
"999","Tuamotu","Raroia","1",40,"Scleractinian","Sandalolitha",0.0443333333333333
"1000","Society","Tahiti","1",40,"Scleractinian","Sandalolitha",0.577333333333333
"1001","Society","Bora","2",40,"Scleractinian","Sandalolitha",0.843333333333333
"1002","Tuamotu","Makatea","2",40,"Scleractinian","Sandalolitha",0.266333333333333
"1003","Gambier","Mangareva","2",40,"Scleractinian","Sandalolitha",3.02166666666667
"1004","Tuamotu","Rangiroa","2",40,"Scleractinian","Sandalolitha",0.0443333333333333
"1005","Tuamotu","Tikehau","2",40,"Scleractinian","Sandalolitha",0.0443333333333333
"1006","Society","Bora","1",60,"Scleractinian","Sandalolitha",0.0443333333333333
"1007","Tuamotu","Makatea","1",60,"Scleractinian","Sandalolitha",1.11066666666667
"1008","Gambier","Mangareva","1",60,"Scleractinian","Sandalolitha",0.0443333333333333
"1009","Tuamotu","Rangiroa","1",60,"Scleractinian","Sandalolitha",0.0443333333333333
"1010","Tuamotu","Tikehau","1",60,"Scleractinian","Sandalolitha",0.0886666666666667
"1011","Society","Bora","2",60,"Scleractinian","Sandalolitha",0.622
"1012","Tuamotu","Makatea","2",60,"Scleractinian","Sandalolitha",0.977666666666667
"1013","Gambier","Mangareva","2",60,"Scleractinian","Sandalolitha",0.311
"1014","Society","Moorea","2",60,"Scleractinian","Sandalolitha",0.311
"1015","Tuamotu","Raroia","2",60,"Scleractinian","Sandalolitha",0.133333333333333
"1016","Tuamotu","Tikehau","2",60,"Scleractinian","Sandalolitha",0.0886666666666667
"1017","Tuamotu","Makatea","1",90,"Scleractinian","Sandalolitha",0.089
"1018","Tuamotu","Makatea","2",90,"Scleractinian","Sandalolitha",0.089
"1019","Society","Moorea","2",6,"Scleractinian","Stylocoeniella",0.089
"1020","Society","Bora","2",20,"Scleractinian","Stylocoeniella",0.0443333333333333
"1021","Society","Moorea","2",20,"Scleractinian","Stylocoeniella",0.089
"1022","Tuamotu","Makatea","1",40,"Scleractinian","Stylocoeniella",0.089
"1023","Society","Moorea","1",40,"Scleractinian","Stylocoeniella",0.0443333333333333
"1024","Tuamotu","Rangiroa","1",40,"Scleractinian","Stylocoeniella",0.311333333333333
"1025","Society","Moorea","2",40,"Scleractinian","Stylocoeniella",0.0886666666666667
"1026","Tuamotu","Rangiroa","2",40,"Scleractinian","Stylocoeniella",0.355333333333333
"1027","Tuamotu","Tikehau","2",40,"Scleractinian","Stylocoeniella",0.266333333333333
"1028","Tuamotu","Rangiroa","1",60,"Scleractinian","Stylocoeniella",0.533666666666667
"1029","Tuamotu","Raroia","1",60,"Scleractinian","Stylocoeniella",0.0886666666666667
"1030","Tuamotu","Tikehau","1",60,"Scleractinian","Stylocoeniella",0.133333333333333
"1031","Society","Bora","2",60,"Scleractinian","Stylocoeniella",0.444333333333333
"1032","Tuamotu","Rangiroa","2",60,"Scleractinian","Stylocoeniella",0.488666666666667
"1033","Tuamotu","Tikehau","2",60,"Scleractinian","Stylocoeniella",0.355333333333333
"1034","Gambier","Mangareva","1",90,"Scleractinian","Stylocoeniella",0.0443333333333333
"1035","Tuamotu","Raroia","1",90,"Scleractinian","Stylocoeniella",0.177666666666667
"1036","Gambier","Mangareva","2",90,"Scleractinian","Stylocoeniella",0.089
"1037","Tuamotu","Rangiroa","2",90,"Scleractinian","Stylocoeniella",0.0443333333333333
"1038","Gambier","Mangareva","1",60,"Scleractinian","Turbinaria",0.0443333333333333
"1039","Tuamotu","Raroia","1",60,"Scleractinian","Turbinaria",0.0443333333333333
"1040","Tuamotu","Raroia","1",90,"Scleractinian","Turbinaria",0.0443333333333333
"1041","Gambier","Mangareva","1",120,"Scleractinian","Turbinaria",0.0886666666666667
"1042","Gambier","Mangareva","2",120,"Scleractinian","Turbinaria",0.133
